timestamp,data,country,region,city,latitude,longitude

2024-11-26 20:21:50,192.168.0.1,None,None,None,None,None
2024-11-26 20:21:59,192.168.0.1,None,None,None,None,None
2024-11-26 20:22:41,192.168.0.1,None,None,None,None,None
2024-11-26 20:26:27,192.168.0.1,None,None,None,None,None
2024-11-26 20:26:43,192.168.0.1,None,None,None,None,None
